resource,description,development-policy,development-policy-categories,end-date,entry-date,geographies,name,notes,organisation,start-date,slug
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,longcrendonndp-LC7,community-facilities;education;schools,,2020-12-21,E04001505,Long Crendon Primary School,,local-authority-eng:BUC,2017-10-05,development-policy/local-authority-eng/BUC/longcrendonndp-LC7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,longcrendonndp-LC8,community-facilities,,2020-12-21,E04001505,Community Facilities,,local-authority-eng:BUC,2017-10-05,development-policy/local-authority-eng/BUC/longcrendonndp-LC8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,longcrendonndp-LC9,design,,2020-12-21,E04001505,General Design Principles,,local-authority-eng:BUC,2017-10-05,development-policy/local-authority-eng/BUC/longcrendonndp-LC9
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,longcrendonndp-LC10,conservation-area;design,,2020-12-21,E04001505,Design in the Conservation Areas & their Setting,,local-authority-eng:BUC,2017-10-05,development-policy/local-authority-eng/BUC/longcrendonndp-LC10
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,longcrendonndp-LC11,,,2020-12-21,E04001505,Buildings of Note,,local-authority-eng:BUC,2017-10-05,development-policy/local-authority-eng/BUC/longcrendonndp-LC11
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,longcrendonndp-LC12,views,,2020-12-21,E04001505,Key Views,,local-authority-eng:BUC,2017-10-05,development-policy/local-authority-eng/BUC/longcrendonndp-LC12
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,longcrendonndp-LC13,community-facilities;designation,,2020-12-21,E04001505,Local Green Spaces,,local-authority-eng:BUC,2017-10-05,development-policy/local-authority-eng/BUC/longcrendonndp-LC13
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,longcrendonndp-LC14,biodiversity,,2020-12-21,E04001505,Green Infrastructure & Biodiversity,,local-authority-eng:BUC,2017-10-05,development-policy/local-authority-eng/BUC/longcrendonndp-LC14
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG1,conservation-area;development-management,,2020-12-21,E04001509,Development within Conservation Areas,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG2,,,2020-12-21,E04001509,Distinctive Local Character,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG3,area/location-specific-policy;community-facilities;designation,,2020-12-21,E04001509,Swan Field Local Green Space Designation,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG4,area/location-specific-policy;community-facilities;designation,,2020-12-21,E04001509,Moat Close Local Green Space Designation,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG5,development-management,,2020-12-21,E04001509,Developing on the Boundary of the Village,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG6,development-management;housing,,2020-12-21,E04001509,Infill Housing Development,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG7,,,2020-12-21,E04001509,Meeting Local Needs,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG8,affordable-housing,,2020-12-21,E04001509,Affordable Homes,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG9,density,,2020-12-21,E04001509,Density of all Housing,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG9
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG10,economy;employment,,2020-12-21,E04001509,Small scale Businesses,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG10
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG11,economy;employment,,2020-12-21,E04001509,Relocation of Businesses,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG11
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG12,development-management,,2020-12-21,E04001509,Reuse and Relocation of Farm Buildings,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG12
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG13,car-parks;parking,,2020-12-21,E04001509,Providing Parking Spaces,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG13
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG14,car-parks;parking,,2020-12-21,E04001509,Private Visitor Parking,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG14
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG15,transport,,2020-12-21,E04001509,Business Traffic,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG15
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG16,car-parks;community-facilities;education;parking;schools,,2020-12-21,E04001509,Access and Parking for School,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG16
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG17,community-facilities;development-management,,2020-12-21,E04001509,Protection of Community Facilities,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG17
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG18,community-facilities;development-management,,2020-12-21,E04001509,"Enhancing, Protecting and Provision of new Recreation Facilities",,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG18
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG19,biodiversity;ecology;nature;trees,,2020-12-21,E04001509,"Enhancing, Protecting and Provision of new Natural Environment Habitats, Trees and Hedgerows",,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG19
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,marshgibbonndp-MG20,waste;water,,2020-12-21,E04001509,Water and Waste,,local-authority-eng:BUC,2015-02-25,development-policy/local-authority-eng/BUC/marshgibbonndp-MG20
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,pitstonendp-P1,development-management,,2020-12-21,E04001521,Pitstone Settlement Boundary,,local-authority-eng:BUC,2016-04-14,development-policy/local-authority-eng/BUC/pitstonendp-P1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,pitstonendp-P2,allocated-sites,,2020-12-21,E04001521,Land at Marsworth Road / Vicarage Road,,local-authority-eng:BUC,2016-04-14,development-policy/local-authority-eng/BUC/pitstonendp-P2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,pitstonendp-P3,allocated-sites,,2020-12-21,E04001521,Land North of Marsworth Road,,local-authority-eng:BUC,2016-04-14,development-policy/local-authority-eng/BUC/pitstonendp-P3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,pitstonendp-P4,allocated-sites,,2020-12-21,E04001521,Land West of Westfield Road,,local-authority-eng:BUC,2016-04-14,development-policy/local-authority-eng/BUC/pitstonendp-P4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,pitstonendp-P5,nature,,2020-12-21,E04001521,Area of Special Landscape Value,,local-authority-eng:BUC,2016-04-14,development-policy/local-authority-eng/BUC/pitstonendp-P5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,pitstonendp-P6,development-management,,2020-12-21,E04001521,Development Principles,,local-authority-eng:BUC,2016-04-14,development-policy/local-authority-eng/BUC/pitstonendp-P6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,pitstonendp-P7,community-facilities;designation,,2020-12-21,E04001521,Local Green Space,,local-authority-eng:BUC,2016-04-14,development-policy/local-authority-eng/BUC/pitstonendp-P7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,pitstonendp-P8,community-facilities,,2020-12-21,E04001521,Community Facilities,,local-authority-eng:BUC,2016-04-14,development-policy/local-authority-eng/BUC/pitstonendp-P8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,quaintonndp-E1,development-management,,2020-12-21,E04001524,Environment,,local-authority-eng:BUC,2016-10-31,development-policy/local-authority-eng/BUC/quaintonndp-E1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,quaintonndp-E2,nature,,2020-12-21,E04001524,Environment,,local-authority-eng:BUC,2016-10-31,development-policy/local-authority-eng/BUC/quaintonndp-E2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,quaintonndp-H1,housing,,2020-12-21,E04001524,Housing,,local-authority-eng:BUC,2016-10-31,development-policy/local-authority-eng/BUC/quaintonndp-H1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,quaintonndp-H2,housing,,2020-12-21,E04001524,Housing,,local-authority-eng:BUC,2016-10-31,development-policy/local-authority-eng/BUC/quaintonndp-H2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,quaintonndp-CF1,community-facilities,,2020-12-21,E04001524,Community Facilities,,local-authority-eng:BUC,2016-10-31,development-policy/local-authority-eng/BUC/quaintonndp-CF1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,quaintonndp-NE1,community-facilities;biodiversity;designation,,2020-12-21,E04001524,Natural Environment- Green Spaces,,local-authority-eng:BUC,2016-10-31,development-policy/local-authority-eng/BUC/quaintonndp-NE1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,quaintonndp-NE2,biodiversity;nature,,2020-12-21,E04001524,Natural Environment,,local-authority-eng:BUC,2016-10-31,development-policy/local-authority-eng/BUC/quaintonndp-NE2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,quaintonndp-LE1,employment,,2020-12-21,E04001524,Local Employment,,local-authority-eng:BUC,2016-10-31,development-policy/local-authority-eng/BUC/quaintonndp-LE1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,quaintonndp-T1,car-parks;parking,,2020-12-21,E04001524,Parking provision,,local-authority-eng:BUC,2016-10-31,development-policy/local-authority-eng/BUC/quaintonndp-T1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,quaintonndp-T2,transport,,2020-12-21,E04001524,Traffic,,local-authority-eng:BUC,2016-10-31,development-policy/local-authority-eng/BUC/quaintonndp-T2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,quaintonndp-I1,infrastructure,,2020-12-21,E04001524,Infrastructure,,local-authority-eng:BUC,2016-10-31,development-policy/local-authority-eng/BUC/quaintonndp-I1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,slaptonndp-SLP1,strategic-policy,,2020-12-21,E04001529,Slapton Settlement Boundary,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/slaptonndp-SLP1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,slaptonndp-SLP2,allocated-sites;housing,,2020-12-21,E04001529,Housing Site Reservations,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/slaptonndp-SLP2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,slaptonndp-SLP3,community-facilities,,2020-12-21,E04001529,Village Hall,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/slaptonndp-SLP3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,slaptonndp-SLP4,employment,,2020-12-21,E04001529,Employment Sites,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/slaptonndp-SLP4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,slaptonndp-SLP5,community-facilities;designation,,2020-12-21,E04001529,Local Green Spaces,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/slaptonndp-SLP5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,slaptonndp-SLP6,design,,2020-12-21,E04001529,Design,,local-authority-eng:BUC,2018-07-17,development-policy/local-authority-eng/BUC/slaptonndp-SLP6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,steepleclaydonndp-SC1,strategic-policy,,2020-12-21,E04001531,Steeple Claydon Settlement Boundary,,local-authority-eng:BUC,2017-12-15,development-policy/local-authority-eng/BUC/steepleclaydonndp-SC1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,steepleclaydonndp-SC2,allocated-sites,,2020-12-21,E04001531,"Land at Molly’s Field, Addison Road",,local-authority-eng:BUC,2017-12-15,development-policy/local-authority-eng/BUC/steepleclaydonndp-SC2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,steepleclaydonndp-SC3,allocated-sites,,2020-12-21,E04001531,"The Co-op, West Street",,local-authority-eng:BUC,2017-12-15,development-policy/local-authority-eng/BUC/steepleclaydonndp-SC3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,steepleclaydonndp-SC4,allocated-sites,,2020-12-21,E04001531,"The GP Surgery, Vicarage Lane",,local-authority-eng:BUC,2017-12-15,development-policy/local-authority-eng/BUC/steepleclaydonndp-SC4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,steepleclaydonndp-SC5,allocated-sites,,2020-12-21,E04001531,Land at Queen Catherine Road,,local-authority-eng:BUC,2017-12-15,development-policy/local-authority-eng/BUC/steepleclaydonndp-SC5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,steepleclaydonndp-SC6,community-facilities;designation,,2020-12-21,E04001531,Local Green Spaces,,local-authority-eng:BUC,2017-12-15,development-policy/local-authority-eng/BUC/steepleclaydonndp-SC6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,steepleclaydonndp-SC7,community-facilities,,2020-12-21,E04001531,Community Facilities,,local-authority-eng:BUC,2017-12-15,development-policy/local-authority-eng/BUC/steepleclaydonndp-SC7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,steepleclaydonndp-SC8,design,,2020-12-21,E04001531,Design,,local-authority-eng:BUC,2017-12-15,development-policy/local-authority-eng/BUC/steepleclaydonndp-SC8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD1,strategic-policy,,2020-12-21,E04001544,Waddesdon Settlement Boundary,,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD2,allocated-sites;housing,,2020-12-21,E04001544,Housing Site Allocation,,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD3,affordable-housing,,2020-12-21,E04001544,Affordable Housing,,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD4,area/location-specific-policy,,2020-12-21,E04001544,"Waddesdon Manor, Waddesdon Estate and the National Trust",,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD5,economy;employment,,2020-12-21,E04001544,Commercial Buildings,,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD6,employment,,2020-12-21,E04001544,Employment Land,,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD7,community-facilities,,2020-12-21,E04001544,Community Facilities,,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD8,conservation-area;design,,2020-12-21,E04001544,Design in the Conservation Area,,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD9,conservation-area;design,,2020-12-21,E04001544,Design in the Setting of the Conservation Area,,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD9
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD10,conservation-area;views,,2020-12-21,E04001544,Views into and out of the Conservation Area,,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD10
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD11,,,2020-12-21,E04001544,Buildings of Local Note,,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD11
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD12,car-parks;parking;transport,,2020-12-21,E04001544,Transport & Car Parking,,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD12
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD13,biodiversity,,2020-12-21,E04001544,Green Infrastructure & Biodiversity,,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD13
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,waddesdonndp-WAD14,community-facilities;designation,,2020-12-21,E04001544,Local Green Spaces,,local-authority-eng:BUC,2017-10-23,development-policy/local-authority-eng/BUC/waddesdonndp-WAD14
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-H1,strategic-policy,,2020-12-21,E04001550,Weston Turville Settlement Boundaries,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-H1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-H2,design,,2020-12-21,E04001550,Development Design in the Neighbourhood Area,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-H2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-H3,conservation-area;development-management,,2020-12-21,E04001550,Development within the Conservation Area,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-H3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-H4,housing-mix,,2020-12-21,E04001550,Housing Mix and Tenure,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-H4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-T1,highways;transport,,2020-12-21,E04001550,Improvements to road safety and ease traffic congestion,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-T1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-T2,cycling;walking,,2020-12-21,E04001550,Strategy for improving pedestrian and cycle connections within the Parish and to surrounding area,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-T2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-T3,public-transport,,2020-12-21,E04001550,Encourage better planning of public transport,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-T3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-E1,community-facilities;designation,,2020-12-21,E04001550,Protection of Local Green Spaces,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-E1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-E2,views,,2020-12-21,E04001550,Protection of key views and vistas,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-E2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-E3,biodiversity,,2020-12-21,E04001550,Biodiversity,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-E3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-C1,community-facilities,,2020-12-21,E04001550,Retention and enhancement of community facilities,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-C1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-C2,community-facilities,,2020-12-21,E04001550,Replacement of community facilities,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-C2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-C3,infrastructure,,2020-12-21,E04001550,Public Rights of Way,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-C3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-HE1,community-facilities;health,,2020-12-21,E04001550,Improvements to Health facilities by contributions from developers of new housing or employment schemes,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-HE1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-HE2,education,,2020-12-21,E04001550,Access to Education provision,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-HE2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-B1,economy;retail,,2020-12-21,E04001550,Revitalisation of the village centre,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-B1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-B2,economy;employment,,2020-12-21,E04001550,Encouragement of growth and development of small businesses,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-B2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,westonturvillendp-B3,broadband;infrastructure;communications,,2020-12-21,E04001550,Improvements to broadband and other fibre optic connections,,local-authority-eng:BUC,2018-08-08,development-policy/local-authority-eng/BUC/westonturvillendp-B3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-H1,strategic-policy,,2020-12-21,E04001547,Wendover Settlement Boundary,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-H1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-H2,conservation-area;development-management,,2020-12-21,E04001547,Development in the Conservation Area,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-H2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-H3,affordable-housing,,2020-12-21,E04001547,Affordable Housing,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-H3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-H4,specialised-housing,,2020-12-21,E04001547,Retirement Housing,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-H4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-SD1,design,,2020-12-21,E04001547,Design for Sustainable Development within the Neighbourhood Plan Area,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-SD1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-SD2,car-parks;design;parking,,2020-12-21,E04001547,Design for Sustainable Developments - Parking,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-SD2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-B1,development-management,,2020-12-21,E04001547,Change of Use from Business to Residential,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-B1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-CF1,community-facilities,,2020-12-21,E04001547,Community Facilities,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-CF1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-CH1,biodiversity;ecology;nature,,2020-12-21,E04001547,"Conservation of Ecology, Biodiversity and Natural Assets",,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-CH1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,wendoverndp-G1,community-facilities;designation,,2020-12-21,E04001547,Local Green Spaces,,local-authority-eng:BUC,2020-02-01,development-policy/local-authority-eng/BUC/wendoverndp-G1
